ItemCliente;ItemSmarkets;CodigoPDM;TituloPDM;TextLongoPDM;NCM;Status
MARCADOR P/QUADRO PRETO;MARCADOR P/QUADRO PRETO;MQBRA;PINCEL MARCADOR QUADRO BRANCO;"PINCEL QUADRO BRANCO; COR PRETO; TIPO ; MATERIAL PONTA ; ESPESSURA ESCRITA ; FABRICANTE-REFERENCIA";9608.20.00;PARCIAL
MARCADOR P/QUADRO VERDE;MARCADOR P/QUADRO VERDE;MQBRA;PINCEL MARCADOR QUADRO BRANCO;"PINCEL QUADRO BRANCO; COR VERDE; TIPO ; MATERIAL PONTA ; ESPESSURA ESCRITA ; FABRICANTE-REFERENCIA";9608.20.00;PARCIAL
MARCADOR P/QUADRO VERM;MARCADOR P/QUADRO VERM;MQBRA;PINCEL MARCADOR QUADRO BRANCO;"PINCEL QUADRO BRANCO; COR VERMELHO; TIPO ; MATERIAL PONTA ; ESPESSURA ESCRITA ; FABRICANTE-REFERENCIA";9608.20.00;PARCIAL
MASSA P/MODELAR 150G C/6 CORES SOFT SORT;MASSA P/MODELAR 150G C/6 CORES SOFT SORT;SEM PDM;SEM PDM;;;BACKLOG
MOCHILA EM NYLON DIM. 40X32CM.;MOCHILA EM NYLON DIM. 40X32CM.;SEM PDM;SEM PDM;;;BACKLOG
MOCHILA MOCHILA TROLLEY PARA COM TROLLEY;MOCHILA MOCHILA TROLLEY;SEM PDM;SEM PDM;;;BACKLOG
MOLHA DEDOS POTE C/CREME      12GR;MOLHA DEDOS POTE C/CREME      12GR;UDEDO;UMEDECEDOR DEDOS;"UMEDECEDOR DEDOS; TIPO CREME; FORMA FORNECIMENTO POTE 12G";3926.10.00;TOTAL
MOUSE PAD RETANGULAR EM NEOPRENE;MOUSE PAD RETANGULAR EM NEOPRENE;MOPAD;MOUSE PAD;"MOUSE PAD; MATERIAL BORRACHA POLICLOROPRENO; TIPO; FORMATO RETANGULAR; DIMENSOES; COR";4016.10.90;PARCIAL
NANQUIM AMARELO(E12);NANQUIM AMARELO(E12);TGUAC;TINTA ARTISTICA;"TINTA ARTISTICA; TIPO NANQUIM; COR AMARELO; FORMA FORNECIMENTO CAIXA 12 UNIDADES 20ML; BASE AGUA";3215.90.00;TOTAL
NANQUIM AZUL (E12);NANQUIM AZUL (E12);TGUAC;TINTA ARTISTICA;"TINTA ARTISTICA; TIPO NANQUIM; COR AZUL; FORMA FORNECIMENTO CAIXA 12 UNIDADES 20ML; BASE AGUA";3215.90.00;TOTAL
NANQUIM PRETO (E12);NANQUIM PRETO (E12);TGUAC;TINTA ARTISTICA;"TINTA ARTISTICA; TIPO NANQUIM; COR PRETO; FORMA FORNECIMENTO CAIXA 12 UNIDADES 20ML; BASE AGUA";3215.90.00;TOTAL
NANQUIM VERDE (E12);NANQUIM VERDE (E12);TGUAC;TINTA ARTISTICA;"TINTA ARTISTICA; TIPO NANQUIM; COR VERDE; FORMA FORNECIMENTO CAIXA 12 UNIDADES 20ML; BASE AGUA";3215.90.00;TOTAL
PAPEL 75GR 210 X 297 A4 BR C/500;PAPEL 75GR 210 X 297 A4 BR C/500;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A4; DIMENSOES (L X C) 210 X 297MM; GRAMATURA 75G/M²; COR BRANCO; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL 75GR 216 X 279 CT BR C/500;PAPEL 75GR 216 X 279 CT BR C/500;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO CARTA; DIMENSOES (L X C) 216 X 279MM; GRAMATURA 75G/M²; COR BRANCO; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL 75GR 216X330 OF-II BR C/500;PAPEL 75GR 216X330 OF-II BR C/500;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO OFICIO II; DIMENSOES (L X C) 216 X 330MM; GRAMATURA 75G/M²; COR BRANCO; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL 75GR 297 X 420 A3     BR C/500;PAPEL 75GR 297 X 420 A3     BR C/500;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A3; DIMENSOES (L X C) 297 X 420MM; GRAMATURA 75G/M²; COR BRANCO; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL ALMAÇO A4 56G C/PAUTA E MARG 90168;PAPEL ALMAÇO A4 56G C/PAUTA E MARG 90168;SEM PDM;SEM PDM;;;BACKLOG
PAPEL BASE PLOTER 914 X 50 75GR 2POL;PAPEL BASE PLOTER 914 X 50 75GR 2POL;SEM PDM;SEM PDM;;;BACKLOG
PAPEL CANSON A4 BRANCO 180G 20FLS;PAPEL CANSON A4 BRANCO 180G 20FLS;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A3; DIMENSOES (L X C) 297 X 420MM; GRAMATURA 180G/M²; COR BRANCO; FORMA FORNECIMENTO 20FL";4805.30.00;TOTAL
PAPEL CARTAO - AMARELA;PAPEL CARTAO 50x70 - AMARELA;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR AMARELO";4802.20.90;TOTAL
PAPEL CARTAO - AZUL;PAPEL CARTAO 50x70 - AZUL;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR AZUL";4802.20.90;TOTAL
PAPEL CARTAO - BRANCA;PAPEL CARTAO 50x70 - BRANCA;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR BRANCO";4802.20.90;TOTAL
PAPEL CARTAO - LARANJA;PAPEL CARTAO 50x70 - LARANJA;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR LARANJA";4802.20.90;TOTAL
PAPEL CARTAO - LILÁS;PAPEL CARTAO 50x70 - LILÁS;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR LILAS";4802.20.90;TOTAL
PAPEL CARTAO - MARROM;PAPEL CARTAO 50x70 - MARROM;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR MARROM";4802.20.90;TOTAL
PAPEL CARTAO - PRETA;PAPEL CARTAO 50x70 - PRETA;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR PRETO";4802.20.90;TOTAL
PAPEL CARTAO - PRETO;PAPEL CARTAO 50x70 - PRETO;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR PRETO";4802.20.90;DUPLICADO
PAPEL CARTAO - ROSA;PAPEL CARTAO 50x70 - ROSA;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR ROSA";4802.20.90;TOTAL
PAPEL CARTAO - ROXA;PAPEL CARTAO 50x70 - ROXA;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR ROXO";4802.20.90;TOTAL
PAPEL CARTAO - VERDE;PAPEL CARTAO 50x70 - VERDE;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR VERDE";4802.20.90;TOTAL
PAPEL CARTAO - VERMELHA;PAPEL CARTAO 50x70 - VERMELHO;PCARO;PAPEL CARTAO;"PAPEL CARTAO; DIMENSAO 50 X 70CM; GRAMATURA 240G/M²; COR VERMELHO";4802.20.90;TOTAL
PAPEL CELOFANE PINK - CROMUS;PAPEL CELOFANE PINK - CROMUS;PCELO;PAPEL CELOFANE;"PAPEL CELOFANE; COR PINK; LARGURA 85CM; COMPRIMENTO 100CM";3920.20.19;TOTAL
PAPEL COLOR SET-CORES PCT 20 UN;PAPEL COLOR SET-CORES PCT 20 UN;PCOLO;PAPEL COLORSET;"PAPEL COLORSET; DIMENSOES 48 X 66CM; GRAMATURA 110G/M²; COR CORES; FORNECIMENTO 20 FOLHA";4810.92.90;TOTAL
PAPEL CREPON -  AMARELO;PAPEL CREPON 0,48x2,00 -  AMARELO;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR AMARELO";4808.10.00;TOTAL
PAPEL CREPON -  AZUL CLARO;PAPEL CREPON 0,48x2,00 -  AZUL CLARO;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR AZUL CLARO";4808.10.00;TOTAL
PAPEL CREPON -  AZUL ESCURO;PAPEL CREPON 0,48x2,00 -  AZUL ESCURO;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR AZUL ESCURO";4808.10.00;TOTAL
PAPEL CREPON -  BRANCA;PAPEL CREPON 0,48x2,00 -  BRANCA;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR BRANCO";4808.10.00;TOTAL
PAPEL CREPON -  LARANJA;PAPEL CREPON 0,48x2,00 -  LARANJA;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR LARANJA";4808.10.00;TOTAL
PAPEL CREPON -  LILÁS;PAPEL CREPON 0,48x2,00 -  LILÁS;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR LILAS";4808.10.00;TOTAL
PAPEL CREPON -  MARROM;PAPEL CREPON 0,48x2,00 -  MARROM;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR MARROM";4808.10.00;TOTAL
PAPEL CREPON -  PRETA;PAPEL CREPON 0,48x2,00 -  PRETA;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR PRETO";4808.10.00;TOTAL
PAPEL CREPON -  ROSA;PAPEL CREPON 0,48x2,00 -  ROSA;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR ROSA";4808.10.00;TOTAL
PAPEL CREPON -  ROXA;PAPEL CREPON 0,48x2,00 -  ROXA;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR ROXO";4808.10.00;TOTAL
PAPEL CREPON -  VERMELHA;PAPEL CREPON 0,48x2,00 -  VERMELHA;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR VERMELHO";4808.10.00;TOTAL
PAPEL CREPON - VERDE CLARO;PAPEL CREPON 0,48x2,00 - VERDE CLARO;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR VERDE CLARO";4808.10.00;TOTAL
PAPEL CREPON - VERDE ESCURO;PAPEL CREPON 0,48x2,00 - VERDE ESCURO;PCREP;PAPEL CREPOM/CREPE;"PAPEL CREPOM; DIMENSAO 48CM X 2M; COR VERDE ESCURO";4808.10.00;TOTAL
PAPEL ESPELHO - AMARELA;PAPEL ESPELHO 0,48x0,66 - AMARELA;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR AMARELO";4810.14.90;TOTAL
PAPEL ESPELHO - AZUL;PAPEL ESPELHO 0,48x0,66 - AZUL;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR AZUL";4810.14.90;TOTAL
PAPEL ESPELHO - BRANCA;PAPEL ESPELHO 0,48x0,66 - BRANCA;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR BRANCO";4810.14.90;TOTAL
PAPEL ESPELHO - LARANJA;PAPEL ESPELHO 0,48x0,66 - LARANJA;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR LARANJA";4810.14.90;TOTAL
PAPEL ESPELHO - LILÁS;PAPEL ESPELHO 0,48x0,66 - LILÁS;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR LILAS";4810.14.90;TOTAL
PAPEL ESPELHO - MARROM;PAPEL ESPELHO 0,48x0,66 - MARROM;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR MARROM";4810.14.90;TOTAL
PAPEL ESPELHO - PRETA;PAPEL ESPELHO 0,48x0,66 - PRETA;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR PRETO";4810.14.90;TOTAL
PAPEL ESPELHO - ROSA;PAPEL ESPELHO 0,48x0,66 - ROSA;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR ROSA";4810.14.90;TOTAL
PAPEL ESPELHO - VERDE;PAPEL ESPELHO 0,48x0,66 - VERDE;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR VERDE";4810.14.90;TOTAL
PAPEL ESPELHO - VERMELHA;PAPEL ESPELHO 0,48x0,66 - VERMELHA;PESPE;PAPEL ESPELHO (DOBRADURA);"PAPEL ESPELHO; DIMENSAO 48 X 66CM; GRAMATURA/PESO 60G; COR VERMELHO";4810.14.90;TOTAL
PAPEL FOTOGRAFICO GLOSSY 200G S041734;PAPEL FOTOGRAFICO GLOSSY 200G S041734;SEM PDM;SEM PDM;;;BACKLOG
PAPEL MANTEIGA;PAPEL MANTEIGA;SEM PDM;SEM PDM;;;BACKLOG
PAPEL PARANÁ PCT 10 UN;PAPEL PARANÁ PCT 10 UN;SEM PDM;SEM PDM;;;BACKLOG
PAPEL SEDA - AMARELA;PAPEL SEDA 0,48x0,60 - AMARELA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR AMARELO";4802.54.99;TOTAL
PAPEL SEDA - AZUL;PAPEL SEDA 0,48x0,60 - AZUL;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR AZUL";4802.54.99;TOTAL
PAPEL SEDA - BRANCA;PAPEL SEDA 0,48x0,60 - BRANCA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR BRANCO";4802.54.99;TOTAL
PAPEL SEDA - LARANJA;PAPEL SEDA 0,48x0,60 - LARANJA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR LARANJA";4802.54.99;TOTAL
PAPEL SEDA - MARROM;PAPEL SEDA 0,48x0,60 - MARROM;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR MARROM";4802.54.99;TOTAL
PAPEL SEDA - PRETA;PAPEL SEDA 0,48x0,60 - PRETA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR PRETO";4802.54.99;TOTAL
PAPEL SEDA - ROSA;PAPEL SEDA 0,48x0,60 - ROSA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR ROSA";4802.54.99;TOTAL
PAPEL SEDA - ROXA;PAPEL SEDA 0,48x0,60 - ROXA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR ROXA";4802.54.99;TOTAL
PAPEL SEDA - VERDE;PAPEL SEDA 0,48x0,60 - VERDE;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR VERDE";4802.54.99;TOTAL
PAPEL SEDA - VERMELHA;PAPEL SEDA 0,48x0,60 - VERMELHA;PSEDA;PAPEL SEDA;"PAPEL SEDA; DIMENSAO 48 X 60CM; COR VERMELHO";4802.54.99;TOTAL
PAPEL SULFITE 75G 210X297 A4 CHAMEX AMAR;PAPEL SULFITE 75G 210X297 A4 CHAMEX AMAR;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A4; DIMENSOES (L X C) 210 X 297MM; GRAMATURA 75G/M²; COR AMARELO; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL SULFITE 75G 210X297 A4 CHAMEX AZUL;PAPEL SULFITE 75G 210X297 A4 CHAMEX AZUL;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A4; DIMENSOES (L X C) 210 X 297MM; GRAMATURA 75G/M²; COR AZUL; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL SULFITE 75G 210X297 A4 CHAMEX ROSA;PAPEL SULFITE 75G 210X297 A4 CHAMEX ROSA;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A4; DIMENSOES (L X C) 210 X 297MM; GRAMATURA 75G/M²; COR ROSA; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL SULFITE 75G 210X297 A4 CHAMEX VERD;PAPEL SULFITE 75G 210X297 A4 CHAMEX VERD;PSULF;PAPEL SULFITE;"PAPEL SULFITE; FORMATO A4; DIMENSOES (L X C) 210 X 297MM; GRAMATURA 75G/M²; COR VERDE; FORMA FORNECIMENTO 500FL";4805.30.00;TOTAL
PAPEL TOALHA INTERFOLHA 2 DOBRAS;PAPEL TOALHA INTERFOLHA 2 DOBRAS;PTOAH;PAPEL TOALHA;"PAPEL TOALHA; TEXTURA; COR; FOLHA; DIMENSOES; NUMERO DOBRA 2; FORNECIMENTO";4818.30.00;PARCIAL
PAPEL VERGE A4 180GR 50FLS BRANCO 00977;PAPEL VERGE A4 180GR 50FLS BRANCO 00977;PVERG;PAPEL VERGE;"PAPEL VERGE; DIMENSOES A4 210 X 297MM; GRAMATURA 180G/M² COR BRANCO; FORNECIMENTO 50 FOLHAS; FABRICANTE-REFERENCIA FILIPAPER-00977";4802.58.99;TOTAL
PAPEL VERGE A4 180GR CREME 50FLS 00981;PAPEL VERGE A4 180GR CREME 50FLS 00981;PVERG;PAPEL VERGE;"PAPEL VERGE; DIMENSOES A4 210 X 297MM; GRAMATURA 180G/M² COR CREME; FORNECIMENTO 50 FOLHAS; FABRICANTE-REFERENCIA FILIPAPER-00981";4802.58.99;TOTAL
PASTA  PLÁSTICA COM FERRAGEM DUPLEX 260G;PASTA  PLÁSTICA COM FERRAGEM DUPLEX 260G;PESCI;PASTA ESCRITORIO;"PASTA ESCRITORIO; MODELO; MATERIAL PLASTICO; COR; DIMENSAO; TIPO PRENDEDOR; VISOR; ";4202.12.10;PARCIAL
PASTA A-Z OFICIO C/ VISOR LUXO;PASTA A-Z OFICIO C/ VISOR LUXO;PESCI;PASTA ESCRITORIO;"PASTA ESCRITORIO; MODELO A-Z OFICIO; MATERIAL; COR; DIMENSAO 245 X 385MM; TIPO PRENDEDOR; VISOR LATERAL; ";;PARCIAL
PASTA C/ABA ELAST PLAST OF 40MM 1024;PASTA C/ABA ELAST PLAST OF 40MM 1024;PELAS;PASTA ABA ELASTICO;"PASTA ABA ELASTICO; MODELO ESCRITORIO; MATERIAL PLASTICO; VISOR SEM; ALCA SEM ALCA; DORSO 40MM; PRENDEDOR SEM PRENDEDOR; DIMENSOES 245 X 335MM (OFICIO); COR CRISTAL; FABRICANTE-REFERENCIA ACP-1024";4202.12.10;TOTAL
PASTA C/GRAMPO PL PLASTICA OF 1039;PASTA C/GRAMPO PL PLASTICA OF 1039;PESCI;PASTA ESCRITORIO;"PASTA ESCRITORIO; MODELO CLASSIFICADORA; MATERIAL PLASTICO; COR CRISTAL; DIMENSAO 226 X 335MM; TIPO PRENDEDOR GRAMPO; FABRICANTE-REFERENCIA ACP-1039";4202.12.10;TOTAL
PASTA CATALOGO 50ENV 0,12 C/ VISOR;PASTA CATALOGO 50ENV 0,12 C/ VISOR;PCATA;PASTA CATALOGO;"PASTA CATALOGO; MATERIAL CLORETO POLIVINILA; DIMENSOES 245 X 335MM; COR PRETO; PORTA ETIQUETA COM PORTA ETIQUETA; POSICAO PORTA ETIQUETA CAPA; QUANTIDADE ENVELOPE 50; ESPESSURA 0,12MM; ENVELOPE; TIPO PRENDEDOR PARAFUSO; FUROS FIXACAO 4 FUROS; IMPRESSAO SEM IMPRESSAO";4202.19.00;TOTAL
PASTA COM ABA ELÁSTICO DUPLEX 260GR - AZ;PASTA COM ABA ELÁSTICO DUPLEX 260GR - AZ;PELAS;PASTA ABA ELASTICO;"PASTA ABA ELASTICO; MODELO ESCRITORIO; MATERIAL CARTAO DUPLEX; REVESTIMENTO PLASTIFICO; GRAMATURA 260G/M²; VISOR SEM; DIMENSOES 350 X 240MM; COR AZUL ";4202.12.10;TOTAL
PASTA COM ABA ELÁSTICO DUPLEX 260GR - BR;PASTA COM ABA ELÁSTICO DUPLEX 260GR - BR;PELAS;PASTA ABA ELASTICO;"PASTA ABA ELASTICO; MODELO ESCRITORIO; MATERIAL CARTAO DUPLEX; REVESTIMENTO PLASTIFICO; GRAMATURA 260G/M²; VISOR SEM; DIMENSOES 350 X 240MM; COR BRANCO";4202.12.10;TOTAL
PASTA COM ABA ELÁSTICO DUPLEX 260GR - PR;PASTA COM ABA ELÁSTICO DUPLEX 260GR - PR;PELAS;PASTA ABA ELASTICO;"PASTA ABA ELASTICO; MODELO ESCRITORIO; MATERIAL CARTAO DUPLEX; REVESTIMENTO PLASTIFICO; GRAMATURA 260G/M²; VISOR SEM; DIMENSOES 350 X 240MM; COR PRETO";4202.12.10;TOTAL
PASTA COM ABA ELÁSTICO DUPLEX 260GR - RO;PASTA COM ABA ELÁSTICO DUPLEX 260GR - RO;PELAS;PASTA ABA ELASTICO;"PASTA ABA ELASTICO; MODELO ESCRITORIO; MATERIAL CARTAO DUPLEX; REVESTIMENTO PLASTIFICO; GRAMATURA 260G/M²; VISOR SEM; DIMENSOES 350 X 240MM; COR ROSA";4202.12.10;TOTAL
PASTA COM ABA ELÁSTICO DUPLEX 260GR - VE;PASTA COM ABA ELÁSTICO DUPLEX 260GR - VE;PELAS;PASTA ABA ELASTICO;"PASTA ABA ELASTICO; MODELO ESCRITORIO; MATERIAL CARTAO DUPLEX; REVESTIMENTO PLASTIFICO; GRAMATURA 260G/M²; VISOR SEM; DIMENSOES 350 X 240MM; COR VERDE";4202.12.10;TOTAL
PASTA EM L TRANSPARENTE A4;PASTA EM L TRANSPARENTE A4;PESCI;PASTA ESCRITORIO;"PASTA ESCRITORIO; MODELO L; MATERIAL PLASTICO; COR CRISTAL DIMENSAO 220 X 310MM";4202.12.10;TOTAL
PASTA PAPEL CARTÃO COM GRAMPO TRILHO;PASTA PAPEL CARTÃO COM GRAMPO TRILHO;PESCI;PASTA ESCRITORIO;"PASTA ESCRITORIO; MODELO ; MATERIAL PAPELAO; COR AZUL; DIMENSAO;";4820.90.00;PARCIAL
PASTA PLÁSTICA SUSPENSA C/ 12 DIVISÓRIAS;PASTA PLÁSTICA SUSPENSA C/ 12 DIVISÓRIAS;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL PLASTICO; COR ; ACABAMENTO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR ; DIMENSOES";4820.90.00;PARCIAL
PASTA REGISTRADORA AZUL;PASTA REGISTRADORA AZUL;PREGI;PASTA REGISTRADOR A-Z;"PASTA REGISTRADORA A-Z; TIPO; TAMANHO; MATERIAL; REVESTIMENTO; ESPESSURA CAPA; LOMBADA; DIMENSOES; COR AZUL; QUANTIDADE ARGOLA GUIA; FORMATO GUIA; DIAMETRO; COMPRESSOR; SISTEMA TRAVAMENTO; ACABAMENTO";;PARCIAL
PASTA S/ FERRAGEM PLASTIF 300GR AZ;PASTA S/ FERRAGEM PLASTIF 300GR AZ;PESCI;PASTA ESCRITORIO;"PASTA ESCRITORIO; MODELO ; MATERIAL PAPELAO; COR AZUL; DIMENSAO;";4820.90.00;PARCIAL
PASTA SANF OF 1-31 A-Z KRAFT;PASTA SANF OF 1-31 A-Z KRAFT;PSANO;PASTA SANFONADA;"PASTA SANFONADA; MODELO OFICIO; MATERIAL KRAFT; COR PRETO; QUANTIDADE DIVISAO 31; FECHAMENTO CADARCO; VISOR SEM; INDICE A-Z / NUMERICO; PRENDEDOR SEM PRENDEDOR; DIMENSOES 245 X 375MM";;TOTAL
PASTA SANF PLAST DUPL 31 DIV 1049 CRISTA;PASTA SANF PLAST DUPL 31 DIV 1049 CRISTA;PSANO;PASTA SANFONADA;"PASTA SANFONADA; MODELO DUPLICATA; MATERIAL PLASTICO; COR CRISTAL; QUANTIDADE DIVISAO 31; FECHAMENTO ELASTICO; VISOR SEM; INDICE A-Z / NUMERICO; PRENDEDOR SEM PRENDEDOR; DIMENSOES 185 X 240 X 67MM; FABRICANTE-REFERENCIA ACP-1049";;TOTAL
PASTA SANF PLAST OF 12 DIV 1047 CRISTAL;PASTA SANF PLAST OF 12 DIV 1047 CRISTAL;PSANO;PASTA SANFONADA;"PASTA SANFONADA; MODELO OFICIO; MATERIAL PLASTICO; COR CRISTAL; QUANTIDADE DIVISAO 12; FECHAMENTO ELASTICO; VISOR SEM; PRENDEDOR SEM PRENDEDOR; DIMENSOES 260 X 385 X 35MM; FABRICANTE-REFERENCIA ACP-1047";;TOTAL
PASTA SUSPENSA - PLASTICO;PASTA SUSPENSA - PLASTICO;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL PLASTICO; COR ; ACABAMENTO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR ; DIMENSOES";4820.90.00;PARCIAL
PASTA SUSPENSA KRAFT COM GRAMPO;PASTA SUSPENSA KRAFT COM GRAMPO;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL KRAFT; COR ; ACABAMENTO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR COM PRENDEDOR ; DIMENSOES";4820.90.00;PARCIAL
PASTA SUSPENSA PLASTIFICADA CARTAO AMARE;PASTA SUSPENSA PLASTIFICADA CARTAO AMARE;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL ; COR AMARELO; ACABAMENTO PLASTIFICADO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR; DIMENSOES";4820.90.00;PARCIAL
